ADV,ADJ,be-adv-adj_without-not_counts
highly,speed-favoring,1
generally,classic,1
even,bloated,1
even,submissive,1
rather,trivial,1
nicely,wrought,1
equally,specific,2
previously,state-owned,2
as,slovenly,1
possibly,ok,1
only,crucial,1
frequently,fatal,1
rarely,dangerous,1
flagrantly,conspicuous,1
smoothly,curved,1
still,atrocious,1
otherwise,spit-polished,1
quietly,displeased,1
embarrassingly,bare,1
easily,unionized,1
extremely,aggravating,1
just,tit-for-tat,4
still,occuring,5
deeply,provoking,2
exceedingly,risky,2
similarly,easy,2
powerfully,ironic,2
historically,predictable,2
incredibly,backward-looking,2
too,nostalgic,2
as,brainy,2
notoriously,evanescent,2
so,far-flung,4
equally,vast,2
properly,extroverted,2
fascinatingly,eccentric,2
seriously,outnumbered,2
even,gloomy,3
doubly,shameful,2
so,improvident,2
longer,nodding,1
very,messed,1
oddly,downhearted,1
sixth,early,1
pretty,anti-climatic,1
ahead,8-0,1
largely,full,1
sure,frustrating,1
just,18-19,1
certainly,tame,1
essentially,senseless,1
plain,off-beat,1
just,power-hungry,1
certainly,generous,2
unsurprisingly,heavy,1
too,rightwing,1
too,diminutive,1
absolutely,colorblind,1
last,redrawn,1
only,semi-retro,1
just,loaded,1
certainly,presumptuous,1
exceptionally,advantageous,1
almost,stiff,1
enormously,volatile,1
also,extensive,1
probably,valuable,3
seasonally,slow,2
exceedingly,reluctant,1
virtually,bottomless,1
appropriately,political,1
impressively,quiet,1
so,pink,11
very,placid,10
equally,elementary,1
all,re-energized,2
as,mute,2
strangely,redolent,1
chillingly,clear,8
properly,ashamed,8
indeed,flaky,8
moderately,restyled,1
characteristically,charismatic,1
hardcore,conservative,1
almost,algebraic,1
real,convenient,1
very,schooled,2
pretty,readable,2
plain,hungry,2
beyond,ready,2
emotionally,ill,3
stridently,sour,2
superbly,creepy,2
plain,dishonest,2
positively,poetic,2
thoroughly,stage-managed,2
darn,weak,2
unconscionably,permissive,1
immensely,sophisticated,1
extemely,significant,1
too,malleable,2
coldly,convincing,1
so,un-dole,1
telescopically,long,1
longer,transparent,1
mostly,buoyant,1
tightly,scripted,1
as,skeletal,1
just,unending,1
apparently,impressive,1
so,platitudinous,1
always,arguable,1
just,vandalism,1
generally,palatable,1
already,questionable,1
soon,subject,1
totally,reversed,8
technically,valid,2
about,half-complete,1
still,intransigent,1
excruciatingly,cheap,1
so,transitory,2
comically,thick,1
only,domestic,3
only,competent,1
visually,spiffy,1
incredibly,mean,1
quite,washable,2
quite,unobtrusive,1
too,water-permeable,1
so,empowered,3
very,pro,1
too,dopey,1
as,simpatico,1
so,pre-packaged,1
particularly,repulsive,2
decidedly,pro-life,3
so,gauzy,6
supposedly,pro-life,3
outright,ecstatic,2
very,privvy,2
pretty,prickly,3
irresistibly,eccentric,2
surprisingly,unforgiving,2
still,fathomable,2
ardently,antiabortion,2
enormously,polished,1
very,show-biz,1
only,flamboyant,1
only,foreseeable,1
publicly,impatient,1
primarily,hispanic,1
similarly,unsure,1
deeply,harmful,1
all,portly,1
extraordinarily,tight-lipped,2
mind-bendingly,mixed,1
often,simply,1
purposely,dirty,1
equally,unfitted,1
still,arched,1
still,hand-wound,1
noise,impacted,1
completely,inhuman,1
almost,redemptive,1
loosely,bandaged,1
uniformly,stylin,3
truly,enthusiastic,1
literally,double,1
unapologetically,pro-life,1
all,lacroix,1
especially,cheery,1
very,sunburned,1
plain,distasteful,1
preternaturally,sweet,1
dangerously,deceptive,6
newly,sober,6
probably,terminal,6
somewhat,alarmed,1
consequently,difficult,1
elaborately,architectonic,1
so,symphonic,1
as,floral,1
pleasantly,spacious,1
slightly,reminiscent,1
grimly,expressive,1
symbolically,apt,1
firmly,protective,1
plausibly,attractive,1
intolerably,impolite,1
only,ankle-deep,1
hopelessly,geeky,1
way,impressed,2
powerfully,anti-abortion,13
downright,enthralling,3
openly,unfond,3
immediately,destructive,5
particularly,cutting-edge,2
now,inferior,3
still,well-served,2
only,blind,1
near,concrete,8
all,haddock,3
purely,visionary,2
almost,neo-conservative,2
surprisingly,self-critical,2
dangerously,soothing,2
too,ego-driven,2
gently,fiery,3
crystal-clear,honest,2
almost,acrobatic,3
forever,blue,5
always,furious,3
remarkably,sedate,4
really,enlightening,1
surprisingly,hard-line,2
no,solzhenitsyn,1
environmentally,favorable,2
instead,concerned,2
almost,unenforceable,1
probably,under-reported,1
always,conceivable,2
as,ominpresent,1
idealistically,republican,1
somewhat,fascinating,1
easily,adaptible,1
so,illustrative,2
basically,unremarkable,3
often,transitory,1
obviously,aggressive,1
relentlessly,outspoken,1
always,thrifty,1
confidently,aggressive,1
decidedly,eccentric,1
clearly,grown-up,1
clearly,responsive,1
very,lighthearted,2
lavishly,grateful,1
oddly,eclectic,1
firmly,democratic,1
supposedly,close,1
bene,ineffective,6
sincerely,well-motivated,6
vaguely,churchillian,8
way,exaggerated,2
bracingly,banal,1
about,competing,2
recurrently,depressed,2
intensely,conscious,3
totally,obtuse,2
therefore,different,4
sufficiently,gripping,2
yet,straightforward,2
ultimately,happy,2
maddeningly,self-contained,2
stylistically,intrusive,2
dramatically,interesting,2
totally,hateful,2
fashionably,cynical,2
also,observant,2
plenty,combative,2
unimaginably,big,2
unyieldingly,conservative,3
strictly,independent,1
very,suburban,2
absolutely,disqualifying,1
serenely,confident,3
decidedly,soft,1
already,better-positioned,1
mostly,neutrals,1
virtually,unreadable,6
too,formulaic,6
even,tinted,1
apparently,accurate,1
stringently,faithful,1
stubbornly,proud,6
still,blue-collar,9
increasingly,mass-market,9
surely,unwise,8
truly,destabilizing,1
too,jejune,1
near,tombstone,1
obviously,suspect,1
too,courtly,1
pretty,stationery,1
brilliantly,intelligent,2
very,glammed-out,2
overwhelmingly,unwarranted,2
briefly,reluctant,2
truly,relevant,2
bit,sorry,2
plain,pre-copernican,2
too,establishment,2
similarly,free,1
truly,urgent,1
clearly,specific,1
downright,scholarly,2
mostly,un-meyerholdian,2
pompously,bourgeois,2
visually,murky,2
weirdly,poetic,1
rarely,unmixed,2
forbiddingly,chilly,2
usually,inflated,2
really,stiff,5
especially,authoritative,1
summa,concerned,1
actually,modest,1
ally,problematic,1
very,intra-industry,1
mostly,well-known,1
insufficiently,prominent,1
too,hands-on,1
widely,corrupt,2
fundamentally,anti-nato,5
surprisingly,porous,2
longer,privy,2
so,thronged,3
practically,invincible,1
so,rudderless,1
certainly,exceptional,1
suddenly,unimportant,1
so,sports-oriented,1
s,good,1
politically,diverse,2
very,threatened,1
as,docile,1
decidedly,optimistic,2
consistently,pleasant,1
still,underemployed,1
distinctly,caucasian,1
personally,compatible,2
always,consensual,2
too,spineless,1
again,certain,1
impossibly,tall,1
politically,elliptical,1
equally,experienced,1
typically,medicore,2
sorely,understaffed,1
solidly,pro-life,1
entirely,susceptible,1
terribly,instructive,1
almost,flattering,1
now,cigar,1
now,liable,6
totally,meritless,1
wonderfully,mordant,1
thoroughly,venal,1
reddish,black,1
usually,strict,1
sleazily,cocksure,1
serviceably,handsome,1
pretty,unremarkable,1
blatantly,honest,1
easily,enough,1
fairly,immediate,1
brutally,realistic,2
seldom,boring,2
pretty,tragic,1
really,much,2
just,headstrong,1
partially,exempt,1
disarmingly,soft-spoken,2
genuinely,self-effacing,2
very,buchananesque,2
so,ho-hum,2
only,ready,2
certainly,readable,2
surprisingly,unimaginative,2
magnetically,attractive,2
even,dumb,2
about,reportage,3
remarkably,wide-ranging,2
reasonably,rewarding,6
pretty,adorable,3
purely,audio,2
completely,puzzling,2
too,depraved,2
already,prisons,2
positively,gushy,2
merely,duplicates,3
directly,intrusive,2
artificially,retarded,2
only,half-empty,2
breathtakingly,difficult,2
relatively,volatile,3
somewhat,distracting,2
rather,uneventful,1
already,fourth,1
unexpectedly,enthusiastic,3
completely,loyal,1
allegedly,unsafe,1
essentially,unaccounted,1
somewhat,soupy,1
also,test-driving,1
astonishingly,theatrical,1
equally,close,2
strictly,tit-for-tat,2
probably,inconsistent,1
totally,inconceivable,4
virtually,stable,1
probably,wort,1
therefore,lackluster,1
hardly,disastrous,3
terrifically,excited,4
lands,unknown,4
abundantly,nourished,4
gardenia,bush,1
impossibly,afraid,1
powerfully,allergic,1
suspiciously,wide,1
just,addictive,1
potentially,sobering,1
"5,100",strong,3
pathologically,evil,1
half,mast,1
near,comparable,1
pretty,wobbly,2
so,conflict-averse,2
as,prototypically,2
gutturally,expressive,2
as,merciful,2
way,dead,2
no,cheating,1
especially,dollar-positive,2
just,disastrous,1
fully,manageable,2
already,challenging,1
now,reasonable,2
so,longstanding,1
long,rooted,1
frankly,skeptical,1
increasingly,captive,1
solidly,competitive,1
highly,conducive,1
usually,gray,1
hardly,inexpensive,1
slightly,complex,1
hardly,classic,1
slightly,late,1
decidedly,declasse,1
basically,scared,1
particularly,hamptons,1
basically,unknowable,2
so,masculinized,1
suitably,upbeat,1
painfully,stereotypical,1
that,step-by-step,2
terribly,demonstrative,1
sometimes,dramatic,1
certainly,controversial,1
federally,exempt,2
longer,experimental,1
strictly,informational,2
also,unrelated,1
also,meticulous,2
unflinchingly,candid,8
intensely,attuned,2
persistently,large,2
still,heroin-free,2
pretty,textbook,2
vastly,under-used,1
so,calming,1
so,cliquey,2
flung,high,3
characteristically,alsatian,1
hardly,inspirational,1
just,entertainments,1
cheerfully,overt,1
vaguely,adolescent,1
terribly,tasteful,1
still,exquisite,1
intentionally,hysterical,2
partly,franked,6
equally,joyless,4
obviously,shaky,1
always,day-to-day,1
pretty,swank,1
only,2-for-18,1
somewhat,marginal,2
really,suggestive,1
hopelessly,unlucky,1
slightly,distasteful,1
totally,present,1
often,frigid,1
calorie,deficient,1
uncompromisingly,argentine,1
very,un-self-involved,1
also,immediate,1
really,ours,1
entirely,cowboys,2
distinctly,sour,1
primitively,bereft,1
outstandingly,productive,6
outrageously,brave,6
all,well-informed,8
present,year-round,2
therefore,evident,1
truly,lively,1
intellectually,adrift,1
fairly,crowded,1
so,jampacked,1
about,relaxing,1
rather,low-hung,1
too,maddening,1
hardly,central,1
notably,hostile,1
nd,wrong,2
conspicuously,polite,3
often,underinsured,3
predictably,somber,3
pathologically,dependent,2
particularly,efficacious,2
extremely,penetrating,2
also,fleeting,1
con,cerned,1
much,fast-er,1
almost,intolerable,1
so,cosmopolitan,6
directly,critical,3
obviously,dominant,1
all,mashed,1
uniformly,decent,1
very,substantive,2
now,deaf,1
all,exploratory,1
strictly,dictating,3
often,u.s.-made,1
agonizingly,consistent,3
naively,idealistic,3
longer,unexpected,1
typically,inadequate,1
obviously,perplexing,1
startlingly,bad,1
initially,frightened,1
real,antsy,1
probably,stunned,1
just,amy,1
as,gee-whiz,1
absolutely,airtight,1
legally,off,1
completely,daunting,2
especially,cost-conscious,2
totally,vietnamese,2
ostensibly,responsible,1
pretty,affable,1
profoundly,rewarding,1
mighty,crowded,1
colossally,weary,3
soooo,expensive,2
hardly,beamonesque,1
too,catastrophic,1
publicly,irate,1
still,soft-spoken,1
reportedly,uncomfortable,1
especially,chaotic,1
also,male,1
highly,disdainful,1
that,pure,2
simply,generic,1
unrecognizably,dowdy,1
startlingly,frank,1
spectacularly,dysfunctional,1
mighty,peaceful,1
extraordinarily,pessimistic,2
wonderfully,clean,1
inherently,big,3
readily,extinguished,3
somehow,extraordinary,3
tolerably,distinct,1
all,3-hours-plus,1
technologically,dramatic,1
somewhat,subversive,3
merely,mindless,1
predictably,depressed,1
reasonably,private,2
easily,defensible,2
really,guesswork,1
sometimes,ambivalent,2
also,platform-independent,2
damn,savvy,4
as,industrial-strength,2
necessarily,youth-centered,2
almost,filmic,3
exaggeratedly,freakish,2
particularly,well-tailored,2
percipiently,suspicious,2
cartoonishly,hilarious,2
sternly,rectilinear,2
reliably,wrong,2
as,self-celebrating,2
occasionally,sarcastic,2
merely,reactive,2
so,self-focused,3
reasonably,available,3
reportedly,silent,2
ploddingly,paced,1
ever,hooked,1
overly,creative,1
certainly,terror-inducing,1
sufficiently,forgiving,1
delightfully,airy,1
sports-car,tight,3
equally,dim,4
very,unrespectable,1
really,snug,1
post,certified,1
gloriously,giddy,1
admirably,young,1
pretty,real,4
very,patrician-looking,1
neither,able,1
clearly,half-hearted,1
mostly,beneficial,1
mostly,applicable,1
fairly,contentious,1
purely,aesthetic,2
still,deserved,1
already,over-burdened,2
now,cloudy,1
famously,ugly,1
overly,bearish,3
very,market-friendly,2
decidedly,leftist,2
truly,hellish,2
all,dutch,1
mutually,illuminating,1
positively,neo-geo,1
clearly,pro-entrant,3
plain,geeky,1
all,effeminate,1
too,crusty,1
absurdly,sanctiloquent,1
opulently,comfortable,1
still,original,3
probably,mildew,2
almost,unrepresented,1
suitably,gruff,1
currently,dependent,1
obviously,contrary,1
particularly,informed,1
phonetically,challenging,1
terrifically,sexy,1
terribly,sexist,1
always,impressionable,1
strictly,european,2
still,unsatisfactory,4
as,easy-shifting,2
so,unconnected,1
pitifully,underweight,1
similarly,inexperienced,2
genuinely,unknowable,2
utterly,particular,2
as,unnamable,2
also,disingenuous,3
disarmingly,affable,2
ostensibly,eager,2
merely,steady,1
entirely,contest-proof,9
only,5-7-3,1
now,sure-footed,1
too,gruff,1
near,good,1
sadly,topical,1
politically,crude,3
quite,unnerved,1
as,nettlesome,1
otherwise,upbeat,1
appropriately,inept,1
ever,convinced,1
so,p.c.,4
oddly,anonymous,1
occasionally,tedious,1
completely,deviated,2
strikingly,feminine,2
very,discombobulating,2
as,regulatory,2
equally,fortunate,1
truly,indebted,1
player-development,oriented,1
hardly,angry,1
as,nonconfrontational,1
equally,unexplicit,1
somewhat,jaded,2
typically,one-sixth,1
always,complete,1
entertainingly,balanced,1
distractingly,uneven,1
willfully,sophisticated,1
triumphantly,goofy,1
needlessly,costly,1
hardly,grand,1
almost,uncontestable,1
too,miserly,1
blatantly,flashy,1
just,serene,1
uniformly,bearish,1
also,conciliatory,1
probably,sweet,1
increasingly,embittered,1
too,heavenly,1
deeply,relaxing,2
just,one-of-a-kind,1
extremely,leveraged,1
essentially,insolvent,2
half,short,1
incredibly,unhelpful,1
usually,fabulous,1
soooo,british,1
still,harmless,2
primarily,overseas,1
almost,abject,1
hilariously,idiosyncratic,1
only,37th,1
particularly,unprecedented,1
relatively,numb,1
non-weather,dependent,1
slightly,off-key,1
strongly,cyclical,2
either,reminiscent,2
too,paper-thin,1
absolutely,addictive,2
determinedly,traditional,2
tad,clumsy,2
flinchingly,brutal,2
very,catchy,3
mistakenly,certain,2
about,6-1,1
annoyingly,twitchy,2
merrily,re-created,1
probably,irksome,1
now,26-44,1
truly,overworked,1
dangerously,overloaded,1
decidedly,anti-climactic,2
absolutely,counterproductive,1
alternately,reassuring,2
similarly,patronizing,1
moderately,impressive,1
usually,limitless,1
really,hazy,2
openly,tense,2
all,armed,1
just,cocky,1
entirely,vegetarian,1
fairly,mindless,1
temporarily,safe,1
readily,saleable,1
all,achievable,1
digitally,complete,1
blini,thin,1
no,tolstoy,1
still,mariners,1
similarly,invaluable,1
